Time (s),Thrust (N),Mass Flow Rate (kg/s)
2.9455,1637.761148409894,0.9673047182270025
2.9456,1637.7527561837455,0.9672997615579805
2.9457,1637.7443639575972,0.9672948048889585
2.9458,1637.735971731449,0.9672898482199365
2.9459,1637.7275795053004,0.9672848915509145
2.946,1637.719187279152,0.9672799348818925
2.9461,1637.7107950530037,0.9672749782128705
2.9462,1637.7024028268552,0.9672700215438484
2.9463000000000004,1637.6940106007069,0.9672650648748264
2.9464,1637.6856183745583,0.9672601082058043
2.9465000000000003,1637.67722614841,0.9672551515367824
2.9466,1637.6688339222615,0.9672501948677603
2.9467000000000003,1637.6604416961131,0.9672452381987383
2.9468,1637.6520494699648,0.9672402815297164
2.9469000000000003,1637.6436572438163,0.9672353248606943
2.947,1637.635265017668,0.9672303681916723
2.9471000000000003,1637.6268727915194,0.9672254115226502
2.9472,1637.618480565371,0.9672204548536283
2.9473000000000003,1637.6100883392226,0.9672154981846062
2.9474,1637.6016961130742,0.9672105415155842
2.9475000000000002,1637.593303886926,0.9672055848465623
2.9476,1637.5849116607774,0.9672006281775402
2.9477,1637.576519434629,0.9671956715085182
2.9478,1637.5681272084807,0.9671907148394963
2.9479,1637.5597349823322,0.9671857581704741
2.948,1637.5513427561839,0.9671808015014521
2.9481,1637.5429505300353,0.96717584483243
2.9482,1637.534558303887,0.9671708881634081
2.9483,1637.5261660777385,0.967165931494386
2.9484000000000004,1637.5177738515902,0.967160974825364
2.9485,1637.5093816254418,0.9671560181563421
2.9486000000000003,1637.5009893992933,0.96715106148732
2.9487,1637.492597173145,0.967146104818298
2.9488000000000003,1637.4842049469964,0.967141148149276
2.9489,1637.4758127208481,0.967136191480254
2.9490000000000003,1637.4674204946996,0.9671312348112319
2.9491,1637.4590282685513,0.9671262781422099
2.9492000000000003,1637.450636042403,0.967121321473188
2.9493,1637.4422438162544,0.9671163648041659
2.9494000000000002,1637.433851590106,0.9671114081351438
2.9495,1637.4254593639578,0.967106451466122
2.9496,1637.4170671378092,0.9671014947970998
2.9497,1637.408674911661,0.9670965381280778
2.9498,1637.4002826855124,0.9670915814590558
2.9499,1637.391890459364,0.9670866247900338
2.95,1637.3834982332155,0.9670816681210117
2.9501,1637.3751060070672,0.9670767114519898
2.9502,1637.3667137809189,0.9670717547829678
2.9503,1637.3583215547703,0.9670667981139457
2.9504,1637.349929328622,0.9670618414449238
2.9505000000000003,1637.3415371024735,0.9670568847759017
2.9506,1637.3331448763252,0.9670519281068797
2.9507000000000003,1637.3247526501768,0.9670469714378578
2.9508,1637.3163604240283,0.9670420147688357
2.9509000000000003,1637.30796819788,0.9670370580998137
2.951,1637.2995759717314,0.9670321014307915
2.9511000000000003,1637.291183745583,0.9670271447617697
2.9512,1637.2827915194348,0.9670221880927476
2.9513000000000003,1637.2743992932863,0.9670172314237255
2.9514,1637.266007067138,0.9670122747547036
2.9515000000000002,1637.2576148409894,0.9670073180856815
2.9516,1637.249222614841,0.9670023614166595
2.9517,1637.2408303886925,0.9669974047476374
2.9518,1637.2324381625442,0.9669924480786155
2.9519,1637.224045936396,0.9669874914095935
2.952,1637.2156537102474,0.9669825347405714
2.9521,1637.207261484099,0.9669775780715495
2.9522,1637.1988692579507,0.9669726214025275
2.9523,1637.1904770318022,0.9669676647335054
2.9524000000000004,1637.1820848056539,0.9669627080644835
2.9525,1637.1736925795053,0.9669577513954614
2.9526000000000003,1637.165300353357,0.9669527947264394
2.9527,1637.1569081272085,0.9669478380574174
2.9528000000000003,1637.1485159010601,0.9669428813883953
2.9529,1637.1401236749118,0.9669379247193733
